"","Kecamatan","Kab.Kota","Kelas.Baik","Kelas.Rusak","Lab.Rusak.Ringan","Lab.Rusak","Perpus.Baik","Perpus.Rusak","Toilet.Guru.L.Baik","Toilet.Guru.L.Rusak","UKS.Baik","UKS.Rusak","Toilet.Guru.P.Baik","Toilet.Guru.P.Rusak","Toilet.Murid.L.Baik","Toilet.Murid.L.Rusak","Toilet.Murid.P.Baik","Toilet.Murid.P.Rusak"
"2700","Kec. Limun ","Sarolangun",15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2701","Kec. Sarolangun ","Sarolangun",64,1,0,0,5,0,4,0,4,0,4,0,4,0,4,0
"2702","Kec. Pelawan ","Sarolangun",19,0,0,0,3,0,5,1,5,1,5,1,5,1,5,1
"2703","Kec. Pauh ","Sarolangun",20,0,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"2704","Kec. Mandiangin ","Sarolangun",24,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"2705","Kec. Air Hitam ","Sarolangun",13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2706","Kec. Bathin VIII ","Sarolangun",20,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0
"2707","Kec. Singkut ","Sarolangun",34,7,1,1,4,1,3,3,3,3,3,3,3,3,3,3
"2708","Kec. Cermin Nan Gedang ","Sarolangun",3,2,0,0,1,0,0,2,0,2,0,2,0,2,0,2
"2709","Kec. Tungkal Ulu ","Tanjung Jabung Barat",14,0,0,0,1,0,4,2,4,2,4,2,4,2,4,2
"2710","Kec. Pengabuan ","Tanjung Jabung Barat",19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"2711","Kec. Tungkal Ilir ","Tanjung Jabung Barat",85,29,2,2,3,4,6,0,6,0,6,0,6,0,6,0
"2712","Kec. Betara ","Tanjung Jabung Barat",33,4,0,0,1,2,1,0,1,0,1,0,1,0,1,0
"2713","Kec. Merlung ","Tanjung Jabung Barat",29,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"2714","Kec. Batang Asam ","Tanjung Jabung Barat",18,4,0,0,1,2,1,0,1,0,1,0,1,0,1,0
"2715","Kec. Tebing Tinggi ","Tanjung Jabung Barat",13,16,3,3,2,1,2,2,2,2,2,2,2,2,2,2
"2716","Kec. Renah Mendaluh ","Tanjung Jabung Barat",2,11,2,2,0,2,2,0,2,0,2,0,2,0,2,0
"2717","Kec. Muara Papalik ","Tanjung Jabung Barat",7,3,0,0,1,0,1,2,1,2,1,2,1,2,1,2
"2718","Kec. Senyerang ","Tanjung Jabung Barat",19,0,0,0,3,0,3,1,3,1,3,1,3,1,3,1
"2719","Kec. Bram Itam ","Tanjung Jabung Barat",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2720","Kec. Kuala Betara ","Tanjung Jabung Barat",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2721","Kec. Gunung Raya ","Kerinci",20,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"2722","Kec. Batang Merangin ","Kerinci",19,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"2723","Kec. Keliling Danau ","Kerinci",34,0,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"2724","Kec. Danau Kerinci ","Kerinci",6,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"2725","Kec. Sitinjau Laut ","Kerinci",23,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2726","Kec. Gunung Kerinci ","Kerinci",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2727","Kec. Kayu Aro ","Kerinci",34,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2728","Kec. Air Hangat Timur ","Kerinci",12,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2729","Kec. Siulak ","Kerinci",24,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2730","Kec. Bukit Kerman ","Kerinci",13,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2731","Kec. Air Hangat Barat ","Kerinci",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2732","Kec. Siulak Mukai ","Kerinci",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2733","Kec. Tanjung Raja ","Ogan Ilir",51,15,2,2,4,1,6,2,6,2,6,2,6,2,6,2
"2734","Kec. Muara Kuang ","Ogan Ilir",14,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"2735","Kec. Tanjung Batu ","Ogan Ilir",49,11,0,0,4,0,4,0,4,0,4,0,4,0,4,0
"2736","Kec. Indralaya ","Ogan Ilir",39,0,0,0,3,0,3,1,3,1,3,1,3,1,3,1
"2737","Kec. Pemulutan ","Ogan Ilir",17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2738","Kec. Rantau Alai ","Ogan Ilir",0,15,3,3,0,1,0,2,0,2,0,2,0,2,0,2
"2739","Kec. Rambang Kuang ","Ogan Ilir",12,1,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2740","Kec. Lubuk Keliat ","Ogan Ilir",10,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2741","Kec. Payaraman ","Ogan Ilir",8,4,1,1,1,0,2,0,2,0,2,0,2,0,2,0
"2742","Kec. Kandis ","Ogan Ilir",12,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2743","Kec. Pemulutan Selatan ","Ogan Ilir",0,12,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2744","Kec. Pemulutan Barat ","Ogan Ilir",12,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2745","Kec. Indralaya Selatan ","Ogan Ilir",3,15,2,2,1,0,0,2,0,2,0,2,0,2,0,2
"2746","Kec. Indralaya Utara ","Ogan Ilir",28,0,3,3,2,1,1,1,1,1,1,1,1,1,1,1
"2747","Kec. Rantau Panjang ","Ogan Ilir",10,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2748","Kec. Sungai Pinang ","Ogan Ilir",12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2749","Kec. Lintang Kanan ","Empat Lawang",28,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0
"2750","Kec. Muara Pinang ","Empat Lawang",32,5,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"2751","Kec. Pendopo ","Empat Lawang",16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2752","Kec. Ulu Musi ","Empat Lawang",0,17,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"2753","Kec. Tebing Tinggi ","Empat Lawang",58,0,0,0,4,0,10,0,10,0,10,0,10,0,10,0
"2754","Kec. Talang Padang ","Empat Lawang",11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2755","Kec. Pasemah Air Keruh ","Empat Lawang",16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2756","Kec. Sikap Dalam ","Empat Lawang",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2757","Kec. Saling ","Empat Lawang",9,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2758","Kec. Pendopo Barat ","Empat Lawang",0,29,3,3,0,1,0,2,0,2,0,2,0,2,0,2
"2759","Kec. Sanga Desa ","Musi Banyuasin",41,1,0,0,6,0,1,1,1,1,1,1,1,1,1,1
"2760","Kec. Babat Toman ","Musi Banyuasin",22,17,3,3,2,1,2,2,2,2,2,2,2,2,2,2
"2761","Kec. Sungai Keruh ","Musi Banyuasin",39,0,0,0,4,0,6,0,6,0,6,0,6,0,6,0
"2762","Kec. Sekayu ","Musi Banyuasin",89,14,6,6,8,1,10,6,10,6,10,6,10,6,10,6
"2763","Kec. Sungai Lilin ","Musi Banyuasin",59,1,0,0,7,0,9,1,9,1,9,1,9,1,9,1
"2764","Kec. Bayung Lencir ","Musi Banyuasin",17,6,1,1,1,1,2,0,2,0,2,0,2,0,2,0
"2765","Kec. Lais ","Musi Banyuasin",43,0,0,0,4,0,6,2,6,2,6,2,6,2,6,2
"2766","Kec. Batanghari Leko ","Musi Banyuasin",10,0,0,0,2,0,5,1,5,1,5,1,5,1,5,1
"2767","Kec. Keluang ","Musi Banyuasin",32,0,0,0,4,0,8,0,8,0,8,0,8,0,8,0
"2768","Kec. Plakat Tinggi ","Musi Banyuasin",23,3,0,0,3,0,4,1,4,1,4,1,4,1,4,1
"2769","Kec. Lalan ","Musi Banyuasin",31,14,1,1,4,1,1,3,1,3,1,3,1,3,1,3
"2770","Kec. Tungkal Jaya ","Musi Banyuasin",60,11,0,0,9,0,3,1,3,1,3,1,3,1,3,1
"2771","Kec. Lawang Wetan ","Musi Banyuasin",3,17,2,2,1,1,4,2,4,2,4,2,4,2,4,2
"2772","Kec. Babat Supat ","Musi Banyuasin",37,3,0,0,4,0,6,0,6,0,6,0,6,0,6,0
"2773","Kec. Rantau Bayur ","Banyuasin",0,10,3,3,0,1,0,0,0,0,0,0,0,0,0,0
"2774","Kec. Talang Kelapa ","Banyuasin",54,0,0,0,5,0,8,0,8,0,8,0,8,0,8,0
"2775","Kec. Banyuasin III ","Banyuasin",73,0,1,1,5,0,11,1,11,1,11,1,11,1,11,1
"2776","Kec. Betung ","Banyuasin",35,11,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2777","Kec. Makarti Jaya ","Banyuasin",21,0,0,0,3,0,2,2,2,2,2,2,2,2,2,2
"2778","Kec. Banyuasin I ","Banyuasin",43,3,1,1,5,1,6,2,6,2,6,2,6,2,6,2
"2779","Kec. Banyuasin II ","Banyuasin",18,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2780","Kec. Rambutan ","Banyuasin",21,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2781","Kec. Muara Telang ","Banyuasin",27,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"2782","Kec. Muara Padang ","Banyuasin",21,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"2783","Kec. Tanjung Lago ","Banyuasin",8,14,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"2784","Kec. Muara Sugihan ","Banyuasin",19,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"2785","Kec. Air Salek ","Banyuasin",30,0,1,1,4,0,6,1,6,1,6,1,6,1,6,1
"2786","Kec. Tungkal Ilir ","Banyuasin",26,0,0,0,4,0,5,2,5,2,5,2,5,2,5,2
"2787","Kec. Suak Tapeh ","Banyuasin",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2788","Kec. Pulau Rimau ","Banyuasin",37,0,0,0,5,0,4,2,4,2,4,2,4,2,4,2
"2789","Kec. Sembawa ","Banyuasin",31,5,0,0,3,1,0,2,0,2,0,2,0,2,0,2
"2790","Kec. Sumber Marga Telang ","Banyuasin",12,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2791","Kec. Air Kumbang ","Banyuasin",22,5,0,0,4,0,2,2,2,2,2,2,2,2,2,2
"2792","Kec. Karang Agung Ilir ","Banyuasin",0,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"2793","Kec. Pagar Alam Utara ","Pagar Alam",14,30,3,3,2,1,4,2,4,2,4,2,4,2,4,2
"2794","Kec. Pagar Alam Selatan ","Pagar Alam",61,1,3,3,2,1,5,3,5,3,5,3,5,3,5,3
"2795","Kec. Dempo Utara ","Pagar Alam",18,1,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2796","Kec. Dempo Selatan ","Pagar Alam",1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2797","Kec. Dempo Tengah ","Pagar Alam",28,0,1,1,1,0,3,1,3,1,3,1,3,1,3,1
"2798","Kec. Stl Ulu Terawas ","Musi Rawas",30,0,0,0,2,0,6,0,6,0,6,0,6,0,6,0
"2799","Kec. Tugu Mulyo ","Musi Rawas",34,11,1,1,3,1,2,2,2,2,2,2,2,2,2,2
"2800","Kec. Muara Beliti ","Musi Rawas",31,4,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"2801","Kec. Jayaloka ","Musi Rawas",17,3,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2802","Kec. Muara Kelingi ","Musi Rawas",34,9,1,1,2,1,2,0,2,0,2,0,2,0,2,0
"2803","Kec. Muara Lakitan ","Musi Rawas",22,7,0,0,2,1,2,2,2,2,2,2,2,2,2,2
"2804","Kec. Megang Sakti ","Musi Rawas",38,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"2805","Kec. Purwodadi ","Musi Rawas",22,0,0,0,1,0,4,0,4,0,4,0,4,0,4,0
"2806","Kec. Selangit ","Musi Rawas",17,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2
"2807","Kec. Bulan Tengah Suku Ulu ","Musi Rawas",29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2808","Kec. Tiang Pumpung Kepungut ","Musi Rawas",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2809","Kec. Sumber Harta ","Musi Rawas",8,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2810","Kec. Tuah Negeri ","Musi Rawas",10,8,3,3,1,1,4,0,4,0,4,0,4,0,4,0
"2811","Kec. Suka Karya ","Musi Rawas",14,3,0,0,1,1,3,1,3,1,3,1,3,1,3,1
"2812","Kec. Martapura ","Ogan Komering Ulu Timur",65,5,3,3,4,1,5,3,5,3,5,3,5,3,5,3
"2813","Kec. Buay Madang ","Ogan Komering Ulu Timur",36,0,0,0,4,0,6,2,6,2,6,2,6,2,6,2
"2814","Kec. Cempaka ","Ogan Komering Ulu Timur",24,0,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"2815","Kec. Madang Suku I ","Ogan Komering Ulu Timur",6,8,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2816","Kec. Madang Suku II ","Ogan Komering Ulu Timur",23,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2817","Kec. Belitang II ","Ogan Komering Ulu Timur",14,10,1,1,1,0,2,0,2,0,2,0,2,0,2,0
"2818","Kec. Belitang III ","Ogan Komering Ulu Timur",23,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2819","Kec. Buay Pemuka Peliung ","Ogan Komering Ulu Timur",12,1,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2820","Kec. Semendawai Suku III ","Ogan Komering Ulu Timur",20,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2821","Kec. Buay Madang Timur ","Ogan Komering Ulu Timur",30,0,0,0,3,0,4,2,4,2,4,2,4,2,4,2
"2822","Kec. Madang Suku III ","Ogan Komering Ulu Timur",11,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0
"2823","Kec. Semendawai Barat ","Ogan Komering Ulu Timur",27,2,1,1,2,0,1,2,1,2,1,2,1,2,1,2
"2824","Kec. Semendawai Timur ","Ogan Komering Ulu Timur",14,2,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"2825","Kec. Jayapura ","Ogan Komering Ulu Timur",3,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"2826","Kec. Belitang Jaya ","Ogan Komering Ulu Timur",7,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
"2827","Kec. Belitang Madang Raya ","Ogan Komering Ulu Timur",14,9,2,2,3,1,4,0,4,0,4,0,4,0,4,0
"2828","Kec. Belitang ","Ogan Komering Ulu Timur",55,19,2,2,3,3,8,4,8,4,8,4,8,4,8,4
"2829","Kec. ","Lahat",0,16,3,3,0,1,0,2,0,2,0,2,0,2,0,2
"2830","Kec. Pulau Pinang ","Lahat",15,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2831","Kec. Jarai ","Lahat",28,6,1,1,1,0,4,0,4,0,4,0,4,0,4,0
"2832","Kec. Kikim Timur ","Lahat",28,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"2833","Kec. Lahat ","Lahat",175,36,4,4,13,1,23,5,23,5,23,5,23,5,23,5
"2834","Kec. Mulak Ulu ","Lahat",17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2835","Kec. Pajar Bulan ","Lahat",10,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2836","Kec. Kikim Selatan ","Lahat",21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2837","Kec. Kikim Barat ","Lahat",14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2838","Kec. Kikim Tengah ","Lahat",16,0,2,2,1,1,4,0,4,0,4,0,4,0,4,0
"2839","Kec. Tanjung Sakti Pumi ","Lahat",16,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2840","Kec. Tanjung Sakti Pumu ","Lahat",14,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2841","Kec. Merapi Barat ","Lahat",18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2842","Kec. Pseksu ","Lahat",0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0
"2843","Kec. Gumay Talang ","Lahat",14,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2844","Kec. Pagar Gunung ","Lahat",16,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2845","Kec. Merapi Timur ","Lahat",12,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2846","Kec. Gumay Ulu ","Lahat",4,1,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2847","Kec. Merapi Selatan ","Lahat",12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2848","Kec. Tanjung Tebat ","Lahat",6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"2849","Kec. Muara Payang ","Lahat",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2850","Kec. Lempuing ","Ogan Komering Ilir",23,1,1,1,3,0,1,0,1,0,1,0,1,0,1,0
"2851","Kec. Mesuji ","Ogan Komering Ilir",21,1,0,0,4,0,4,2,4,2,4,2,4,2,4,2
"2852","Kec. Tulung Selapan ","Ogan Komering Ilir",23,10,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2853","Kec. Pedamaran ","Ogan Komering Ilir",55,0,0,0,4,0,3,1,3,1,3,1,3,1,3,1
"2854","Kec. Tanjung Lubuk ","Ogan Komering Ilir",27,21,1,1,1,1,2,0,2,0,2,0,2,0,2,0
"2855","Kec. ","Ogan Komering Ilir",109,2,0,0,10,0,11,3,11,3,11,3,11,3,11,3
"2856","Kec. Sirah Pulau Padang ","Ogan Komering Ilir",29,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2857","Kec. Pampangan ","Ogan Komering Ilir",19,3,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2858","Kec. Air Sugihan ","Ogan Komering Ilir",25,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2859","Kec. Cengal ","Ogan Komering Ilir",13,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2860","Kec. Jejawi ","Ogan Komering Ilir",23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2861","Kec. Sungai Menang ","Ogan Komering Ilir",25,0,0,0,3,0,4,0,4,0,4,0,4,0,4,0
"2862","Kec. Lempuing Jaya ","Ogan Komering Ilir",10,19,1,1,2,1,4,0,4,0,4,0,4,0,4,0
"2863","Kec. Mesuji Makmur ","Ogan Komering Ilir",18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2864","Kec. Mesuji Raya ","Ogan Komering Ilir",18,3,0,0,1,2,5,1,5,1,5,1,5,1,5,1
"2865","Kec. Pedamaran Timur ","Ogan Komering Ilir",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2866","Kec. Teluk Gelam ","Ogan Komering Ilir",19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2867","Kec. Pangkalan Lapam ","Ogan Komering Ilir",23,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2868","Kec. Sosoh Buay Rayap ","Ogan Komering Ulu",14,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2869","Kec. Pengandonan ","Ogan Komering Ulu",19,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2870","Kec. Peninjauan ","Ogan Komering Ulu",24,3,0,0,3,0,2,0,2,0,2,0,2,0,2,0
"2871","Kec. Lubuk Batang ","Ogan Komering Ulu",8,5,1,1,1,0,2,0,2,0,2,0,2,0,2,0
"2872","Kec. Ulu Ogan ","Ogan Komering Ulu",10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2873","Kec. Semidang Aji ","Ogan Komering Ulu",22,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"2874","Kec. Lengkiti ","Ogan Komering Ulu",38,4,0,0,3,0,3,1,3,1,3,1,3,1,3,1
"2875","Kec. Baturaja Timur ","Ogan Komering Ulu",113,14,2,2,9,1,16,4,16,4,16,4,16,4,16,4
"2876","Kec. Baturaja Barat ","Ogan Komering Ulu",28,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2
"2877","Kec. Sinar Peninjauan ","Ogan Komering Ulu",15,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2878","Kec. Lubuk Raja ","Ogan Komering Ulu",31,7,0,0,3,0,1,1,1,1,1,1,1,1,1,1
"2879","Kec. Semende Darat Laut ","Muara Enim",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2880","Kec. Tanjung Agung ","Muara Enim",19,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2881","Kec. Lawang Kidul ","Muara Enim",56,0,0,0,4,0,5,1,5,1,5,1,5,1,5,1
"2882","Kec. Muara Enim ","Muara Enim",63,28,3,3,7,1,9,3,9,3,9,3,9,3,9,3
"2883","Kec. Gunung Megang ","Muara Enim",27,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2884","Kec. Gelumbang ","Muara Enim",20,23,1,1,2,0,4,0,4,0,4,0,4,0,4,0
"2885","Kec. Sungai Rotan ","Muara Enim",5,20,2,2,0,1,4,2,4,2,4,2,4,2,4,2
"2886","Kec. Lembak ","Muara Enim",23,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"2887","Kec. Ujan Mas ","Muara Enim",21,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2888","Kec. Lubai ","Muara Enim",12,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"2889","Kec. Rambang ","Muara Enim",13,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2890","Kec. Semende Darat Ulu ","Muara Enim",21,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2891","Kec. Semende Darat Tengah ","Muara Enim",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2892","Kec. Rambang Niru ","Muara Enim",32,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1
"2893","Kec. Kelekar ","Muara Enim",1,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"2894","Kec. Muara Belida ","Muara Enim",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2895","Kec. Lubai Ulu ","Muara Enim",15,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
"2896","Kec. Belimbing ","Muara Enim",13,6,1,1,1,0,0,2,0,2,0,2,0,2,0,2
"2897","KEC. PENUKAL UTARA ","Penukal Abab Lematang Ilir",20,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2898","KEC. ABAB ","Penukal Abab Lematang Ilir",43,0,0,0,4,0,2,0,2,0,2,0,2,0,2,0
"2899","KEC. TANAH ABANG ","Penukal Abab Lematang Ilir",38,14,1,1,4,1,6,2,6,2,6,2,6,2,6,2
"2900","KEC. TALANG UBI ","Penukal Abab Lematang Ilir",61,30,5,5,6,2,4,4,4,4,4,4,4,4,4,4
"2901","Kec. Penukal ","Penukal Abab Lematang Ilir",23,2,2,2,1,2,0,2,0,2,0,2,0,2,0,2
"2902","Kec. Rupit ","Musi Rawas Utara",43,5,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"2903","Kec. Rawas Ulu ","Musi Rawas Utara",29,0,1,1,1,0,2,0,2,0,2,0,2,0,2,0
"2904","Kec. Nibung ","Musi Rawas Utara",0,12,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2905","Kec. Rawas IIlir ","Musi Rawas Utara",20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2906","Kec. Karang Dapo ","Musi Rawas Utara",16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2907","Kec. Karang Jaya ","Musi Rawas Utara",51,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"2908","Kec. Ulu Rawas ","Musi Rawas Utara",17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2909","Kec. Ilir Barat II ","Palembang",33,16,9,9,2,2,3,5,3,5,3,5,3,5,3,5
"2910","Kec. Seberang Ulu I ","Palembang",71,62,8,8,9,2,28,6,28,6,28,6,28,6,28,6
"2911","Kec. Seberang Ulu II ","Palembang",95,13,1,1,11,1,16,4,16,4,16,4,16,4,16,4
"2912","Kec. Ilir Barat I ","Palembang",199,67,7,7,17,2,25,5,25,5,25,5,25,5,25,5
"2913","Kec. Ilir Timur I ","Palembang",102,12,2,2,6,2,11,3,11,3,11,3,11,3,11,3
"2914","Kec. Ilir Timur II ","Palembang",234,81,8,8,19,3,34,8,34,8,34,8,34,8,34,8
"2915","Kec. Sako ","Palembang",32,30,3,3,3,2,2,4,2,4,2,4,2,4,2,4
"2916","Kec. Sukarami ","Palembang",105,50,8,8,10,2,12,8,12,8,12,8,12,8,12,8
"2917","Kec. Kemuning ","Palembang",138,34,2,2,9,1,25,1,25,1,25,1,25,1,25,1
"2918","Kec. Plaju ","Palembang",103,0,0,0,9,0,11,5,11,5,11,5,11,5,11,5
"2919","Kec. Kertapati ","Palembang",28,54,3,3,3,2,5,6,5,6,5,6,5,6,5,6
"2920","Kec. Gandus ","Palembang",25,27,3,3,4,1,4,4,4,4,4,4,4,4,4,4
"2921","Kec. Bukit Kecil ","Palembang",10,13,3,3,1,1,2,2,2,2,2,2,2,2,2,2
"2922","Kec. Kalidoni ","Palembang",117,23,3,3,9,0,12,4,12,4,12,4,12,4,12,4
"2923","Kec. Alang-Alang Lebar ","Palembang",57,0,0,0,3,0,6,0,6,0,6,0,6,0,6,0
"2924","Kec. Sematang Borang ","Palembang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2925","Kec. Prabumulih Timur ","Prabumulih",38,15,2,2,3,2,6,4,6,4,6,4,6,4,6,4
"2926","Kec. Prabumulih Barat ","Prabumulih",39,15,6,6,3,1,4,2,4,2,4,2,4,2,4,2
"2927","Kec. Cambai ","Prabumulih",24,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2928","Kec. Rambang Kapak Tengah ","Prabumulih",0,19,3,3,0,1,0,2,0,2,0,2,0,2,0,2
"2929","Kec. Prabumulih Utara ","Prabumulih",16,15,1,1,3,1,6,2,6,2,6,2,6,2,6,2
"2930","Kec. Prabumulih Selatan ","Prabumulih",4,25,3,3,1,1,1,3,1,3,1,3,1,3,1,3
"2931","Kec. Lubuk Linggau Barat I ","Lubuk Linggau",57,12,3,3,3,1,4,2,4,2,4,2,4,2,4,2
"2932","Kec. Lubuk Linggau Timur I ","Lubuk Linggau",97,0,0,0,8,0,10,2,10,2,10,2,10,2,10,2
"2933","Kec. Lubuk Linggau Selatan I ","Lubuk Linggau",20,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"2934","Kec. Lubuk Linggau Utara I ","Lubuk Linggau",35,0,0,0,4,0,4,0,4,0,4,0,4,0,4,0
"2935","Kec. Lubuk Linggau Barat II ","Lubuk Linggau",13,10,1,1,2,1,2,2,2,2,2,2,2,2,2,2
