"","Kecamatan","Kab.Kota","Provinsi","Kelas.Baik","Kelas.Rusak","Lab.Baik","Lab.Rusak","Perpus.Baik","Perpus.Rusak","UKS.Baik","UKS.Rusak","Toilet.Baik","Toilet.Rusak"
"2942","Kec. Muaradua ","Ogan Komering Ulu Selatan","Sulawesi Utara",48,0,6,1,4,0,2,0,8,0
"2943","Kec. Simpang ","Ogan Komering Ulu Selatan","Sulawesi Utara",13,4,2,1,1,0,0,0,0,0
"2944","Kec. Buay Sandang Aji ","Ogan Komering Ulu Selatan","Sulawesi Utara",2,9,2,1,0,1,0,0,0,0
"2945","Kec. Buay Runjung ","Ogan Komering Ulu Selatan","Sulawesi Utara",4,0,1,0,1,0,2,0,8,0
"2946","Kec. Buay Pemaca ","Ogan Komering Ulu Selatan","Sulawesi Utara",24,15,3,2,3,1,2,0,8,0
"2947","Kec. Mekakau Ilir ","Ogan Komering Ulu Selatan","Sulawesi Utara",9,0,3,0,1,0,0,0,0,0
"2948","Kec. Kisam Tinggi ","Ogan Komering Ulu Selatan","Sulawesi Utara",15,0,3,0,1,0,0,0,0,0
"2949","Kec. Kisam Ilir ","Ogan Komering Ulu Selatan","Sulawesi Utara",8,0,3,0,1,0,0,0,0,0
"2950","Kec. BPR Ranau Tengah ","Ogan Komering Ulu Selatan","Sulawesi Utara",16,0,3,0,1,0,2,0,8,0
"2951","Kec. Warkuk Ranau Selatan ","Ogan Komering Ulu Selatan","Sulawesi Utara",15,0,5,0,1,0,2,0,8,0
"2952","Kec. Runjung Agung ","Ogan Komering Ulu Selatan","Sulawesi Utara",9,3,4,0,3,1,2,0,8,0
"2953","Kec. Sungai Are ","Ogan Komering Ulu Selatan","Sulawesi Utara",11,0,7,0,1,0,0,0,0,0
"2954","Kec. Sindang Danau ","Ogan Komering Ulu Selatan","Sulawesi Utara",6,6,3,1,1,1,3,1,12,4
"2955","Kec. Tiga Dihaji ","Ogan Komering Ulu Selatan","Sulawesi Utara",0,9,0,2,0,1,0,0,0,0
"2956","Kec. Buay Rawan ","Ogan Komering Ulu Selatan","Sulawesi Utara",4,7,0,3,0,1,0,0,0,0
"2957","Kec. Mesuji ","Mesuji","Kalimantan Timur",24,0,1,0,2,0,1,1,4,4
"2958","Kec. Tanjung Raya ","Mesuji","Kalimantan Timur",25,0,4,0,3,0,0,0,0,0
"2959","Kec. Rawajitu Utara ","Mesuji","Kalimantan Timur",4,0,1,0,0,0,0,0,0,0
"2960","Kec. Mesuji Timur ","Mesuji","Kalimantan Timur",15,0,3,0,2,0,0,0,0,0
"2961","Kec. Simpang Pematang ","Mesuji","Kalimantan Timur",10,15,4,4,3,1,2,2,8,8
"2962","Kec. Way Serdang ","Mesuji","Kalimantan Timur",28,0,5,0,2,0,2,1,8,4
"2963","Kec. Panca Jaya ","Mesuji","Kalimantan Timur",3,0,1,0,1,0,1,1,4,4
"2964","Kec. Tulang Bawang Udik ","Tulang Bawang Barat","Kalimantan Utara",27,0,7,0,3,0,4,0,16,0
"2965","Kec. Tumijajar ","Tulang Bawang Barat","Kalimantan Utara",42,18,8,2,4,1,5,3,20,12
"2966","Kec. Tulang Bawang Tengah ","Tulang Bawang Barat","Kalimantan Utara",36,15,3,3,3,1,2,0,8,0
"2967","Kec. Lambu Kibang ","Tulang Bawang Barat","Kalimantan Utara",6,0,1,0,1,0,0,0,0,0
"2968","Kec. Pagar Dewa ","Tulang Bawang Barat","Kalimantan Utara",13,0,3,0,1,0,2,0,8,0
"2969","Kec. Way Kenanga ","Tulang Bawang Barat","Kalimantan Utara",6,0,2,0,1,0,2,0,8,0
"2970","Kec. Gunung Terang ","Tulang Bawang Barat","Kalimantan Utara",16,0,5,0,2,0,2,0,8,0
"2971","Kec. Gunung Agung ","Tulang Bawang Barat","Kalimantan Utara",18,0,2,0,2,0,2,0,8,0
"2972","KEC. BANGKUNAT ","Pesisir Barat","Kalimantan Utara",14,0,2,0,2,0,1,1,4,4
"2973","KEC. PESISIR SELATAN ","Pesisir Barat","Kalimantan Utara",26,0,3,0,1,0,4,0,16,0
"2974","KEC. NGAMBUR ","Pesisir Barat","Kalimantan Utara",18,0,3,0,1,0,1,1,4,4
"2975","Kec. Lemong ","Pesisir Barat","Kalimantan Utara",14,0,3,0,1,0,1,1,4,4
"2976","KEC. NGARAS ","Pesisir Barat","Kalimantan Utara",7,0,3,0,1,0,0,0,0,0
"2977","KEC. KARYAPENGGAWA ","Pesisir Barat","Kalimantan Utara",0,7,0,1,0,1,0,2,0,8
"2978","KEC. PESISIR TENGAH ","Pesisir Barat","Kalimantan Utara",39,1,3,0,3,0,3,1,12,4
"2979","KEC. PESISIR UTARA ","Pesisir Barat","Kalimantan Utara",5,0,0,0,1,0,1,1,4,4
"2980","KEC. KRUI SELATAN ","Pesisir Barat","Kalimantan Utara",5,0,0,0,1,0,0,0,0,0
"2981","Kec. Natar ","Lampung Selatan","Kalimantan Timur",112,3,20,3,11,0,10,4,40,16
"2982","Kec. Jati Agung ","Lampung Selatan","Kalimantan Timur",64,0,8,0,8,0,9,1,36,4
"2983","Kec. Tanjung Bintang ","Lampung Selatan","Kalimantan Timur",24,0,3,0,1,0,0,0,0,0
"2984","Kec. Katibung ","Lampung Selatan","Kalimantan Timur",15,9,2,2,1,1,0,2,0,8
"2985","Kec. Sidomulyo ","Lampung Selatan","Kalimantan Timur",39,0,3,0,3,0,9,1,36,4
"2986","Kec. Palas ","Lampung Selatan","Kalimantan Timur",18,0,3,0,2,0,2,0,8,0
"2987","Kec. Penengahan ","Lampung Selatan","Kalimantan Timur",28,29,11,4,3,3,7,4,28,16
"2988","Kec. Merbau Mataram ","Lampung Selatan","Kalimantan Timur",20,1,3,1,5,0,2,0,8,0
"2989","Kec. Candipuro ","Lampung Selatan","Kalimantan Timur",24,0,3,0,3,0,4,0,16,0
"2990","Kec. Rajabasa ","Lampung Selatan","Kalimantan Timur",13,0,1,0,2,0,1,1,4,4
"2991","Kec. Sragi ","Lampung Selatan","Kalimantan Timur",22,0,2,0,1,0,2,2,8,8
"2992","Kec. Ketapang ","Lampung Selatan","Kalimantan Timur",27,5,3,1,4,0,1,0,4,0
"2993","Kec. Bakauheni ","Lampung Selatan","Kalimantan Timur",4,0,3,0,1,0,0,0,0,0
"2994","Kec. Tanjung Sari ","Lampung Selatan","Kalimantan Timur",21,6,8,0,3,1,3,1,12,4
"2995","Kec. Way Sulan ","Lampung Selatan","Kalimantan Timur",8,6,1,1,1,1,0,2,0,8
"2996","Kec. Kalianda ","Lampung Selatan","Kalimantan Timur",76,20,8,0,8,0,13,1,52,4
"2997","Kec. Padang Ratu ","Lampung Tengah","Kalimantan Timur",30,5,3,3,3,2,4,0,16,0
"2998","Kec. Kalirejo ","Lampung Tengah","Kalimantan Timur",36,0,3,0,2,1,2,1,8,4
"2999","Kec. Bangunrejo ","Lampung Tengah","Kalimantan Timur",42,0,3,1,3,0,4,0,16,0
"3000","Kec. Gunung Sugih ","Lampung Tengah","Kalimantan Timur",31,0,3,0,3,0,1,1,4,4
"3001","Kec. Trimurjo ","Lampung Tengah","Kalimantan Timur",47,0,6,0,4,0,3,1,12,4
"3002","Kec. Punggur ","Lampung Tengah","Kalimantan Timur",34,0,5,0,2,0,3,1,12,4
"3003","Kec. Seputih Raman ","Lampung Tengah","Kalimantan Timur",37,0,3,0,3,0,0,2,0,8
"3004","Kec. Terbanggi Besar ","Lampung Tengah","Kalimantan Timur",50,11,14,5,4,1,4,4,16,16
"3005","Kec. Terusan Nunyai ","Lampung Tengah","Kalimantan Timur",34,3,3,0,2,0,2,0,8,0
"3006","Kec. Seputih Mataram ","Lampung Tengah","Kalimantan Timur",31,0,8,0,3,0,4,2,16,8
"3007","Kec. Seputih Banyak ","Lampung Tengah","Kalimantan Timur",47,7,7,1,3,1,6,2,24,8
"3008","Kec. Rumbia ","Lampung Tengah","Kalimantan Timur",43,0,4,0,2,0,1,1,4,4
"3009","Kec. Seputih Surabaya ","Lampung Tengah","Kalimantan Timur",18,24,0,3,2,1,0,2,0,8
"3010","Kec. Bumi Ratu Nuban ","Lampung Tengah","Kalimantan Timur",5,0,0,0,1,0,1,1,4,4
"3011","Kec. Way Pengubuan ","Lampung Tengah","Kalimantan Timur",20,0,3,0,2,0,1,1,4,4
"3012","Kec. Seputih Agung ","Lampung Tengah","Kalimantan Timur",50,0,5,0,2,0,3,1,12,4
"3013","Kec. Bandar Mataram ","Lampung Tengah","Kalimantan Timur",23,7,4,0,1,1,2,0,8,0
"3014","Kec. Sendang Agung ","Lampung Tengah","Kalimantan Timur",28,0,2,0,2,0,3,1,12,4
"3015","Kec. Anak Tuha ","Lampung Tengah","Kalimantan Timur",9,0,3,0,2,0,4,2,16,8
"3016","Kec. Pubian ","Lampung Tengah","Kalimantan Timur",9,0,1,0,1,0,0,0,0,0
"3017","Kec. Bandar Surabaya ","Lampung Tengah","Kalimantan Timur",13,0,1,0,2,0,2,0,8,0
"3018","Kec. Bumi Nabung ","Lampung Tengah","Kalimantan Timur",8,0,3,0,2,0,2,2,8,8
"3019","Kec. Way Seputih ","Lampung Tengah","Kalimantan Timur",9,0,3,0,2,0,4,0,16,0
"3020","Kec. ","Lampung Tengah","Kalimantan Timur",48,0,5,0,2,0,3,2,12,8
"3021","Kec. Selagai Lingga ","Lampung Tengah","Kalimantan Timur",9,0,1,0,1,0,2,0,8,0
"3022","Kec. Bekri ","Lampung Tengah","Kalimantan Timur",12,0,1,0,2,0,0,0,0,0
"3023","Kec. Anak Ratu Aji ","Lampung Tengah","Kalimantan Timur",12,2,3,0,0,1,2,0,8,0
"3024","Kec. Putra Rumbia ","Lampung Tengah","Kalimantan Timur",6,0,1,0,1,0,0,0,0,0
"3025","Kec. Metro Kibang ","Lampung Timur","Kalimantan Timur",20,3,4,0,1,1,0,0,0,0
"3026","Kec. Batanghari ","Lampung Timur","Kalimantan Timur",20,0,3,0,2,0,2,0,8,0
"3027","Kec. Sekampung ","Lampung Timur","Kalimantan Timur",58,6,11,1,4,1,6,2,24,8
"3028","Kec. Margatiga ","Lampung Timur","Kalimantan Timur",17,6,2,1,3,1,1,1,4,4
"3029","Kec. Sekampung Udik ","Lampung Timur","Kalimantan Timur",9,31,1,4,1,3,0,6,0,24
"3030","Kec. Jabung ","Lampung Timur","Kalimantan Timur",18,3,2,0,2,1,0,0,0,0
"3031","Kec. Labuhan Maringgai ","Lampung Timur","Kalimantan Timur",20,0,4,0,2,0,1,1,4,4
"3032","Kec. Way Jepara ","Lampung Timur","Kalimantan Timur",38,21,3,3,2,1,5,5,20,20
"3033","Kec. Sukadana ","Lampung Timur","Kalimantan Timur",27,0,4,0,2,0,1,1,4,4
"3034","Kec. Pekalongan ","Lampung Timur","Kalimantan Timur",28,0,4,0,3,0,4,2,16,8
"3035","Kec. Raman Utara ","Lampung Timur","Kalimantan Timur",15,0,3,0,1,0,0,0,0,0
"3036","Kec. Purbolinggo ","Lampung Timur","Kalimantan Timur",58,0,4,2,3,0,4,1,16,4
"3037","Kec. Braja Selebah ","Lampung Timur","Kalimantan Timur",10,0,1,0,2,0,3,1,12,4
"3038","Kec. Bandar Sribhawono ","Lampung Timur","Kalimantan Timur",43,20,3,2,2,2,2,2,8,8
"3039","Kec. Melinting ","Lampung Timur","Kalimantan Timur",10,2,3,0,1,0,1,1,4,4
"3040","Kec. Gunung Pelindung ","Lampung Timur","Kalimantan Timur",9,3,1,0,1,3,0,4,0,16
"3041","Kec. Waway Karya ","Lampung Timur","Kalimantan Timur",17,2,2,0,1,0,2,0,8,0
"3042","Kec. Pasir Sakti ","Lampung Timur","Kalimantan Timur",39,0,4,0,3,0,4,0,16,0
"3043","Kec. Labuhan Ratu ","Lampung Timur","Kalimantan Timur",30,0,5,0,2,0,2,2,8,8
"3044","Kec. Way Bungur ","Lampung Timur","Kalimantan Timur",7,0,0,1,1,0,0,0,0,0
"3045","Kec. Banjit ","Way Kanan","Kepulauan Riau",37,12,4,1,4,1,5,1,20,4
"3046","Kec. Baradatu ","Way Kanan","Kepulauan Riau",35,1,5,0,3,0,3,1,12,4
"3047","Kec. Kasui ","Way Kanan","Kepulauan Riau",23,13,3,2,1,1,1,1,4,4
"3048","Kec. Blambangan Umpu ","Way Kanan","Kepulauan Riau",42,0,7,0,6,0,7,1,28,4
"3049","Kec. Pakuan Ratu ","Way Kanan","Kepulauan Riau",13,13,4,2,1,3,6,4,24,16
"3050","Kec. Gunung Labuhan ","Way Kanan","Kepulauan Riau",8,12,8,0,1,1,2,2,8,8
"3051","Kec. Rebang Tangkas ","Way Kanan","Kepulauan Riau",13,8,2,3,1,1,0,0,0,0
"3052","Kec. Way Tuba ","Way Kanan","Kepulauan Riau",19,0,3,0,1,0,1,1,4,4
"3053","Kec. Negeri Agung ","Way Kanan","Kepulauan Riau",46,7,12,0,5,0,1,1,4,4
"3054","Kec. Negara Batin ","Way Kanan","Kepulauan Riau",23,4,7,1,3,1,1,1,4,4
"3055","Kec. Negeri Besar ","Way Kanan","Kepulauan Riau",13,0,4,0,2,0,2,2,8,8
"3056","Kec. Buay Bahuga ","Way Kanan","Kepulauan Riau",32,0,6,0,1,1,1,1,4,4
"3057","Kec. Bumi Agung ","Way Kanan","Kepulauan Riau",21,0,4,0,2,0,0,0,0,0
"3058","Kec. Banjar Agung ","Tulang Bawang","Kalimantan Utara",35,0,8,0,5,0,4,2,16,8
"3059","Kec. Gedung Aji ","Tulang Bawang","Kalimantan Utara",6,0,1,0,1,0,0,0,0,0
"3060","Kec. Menggala ","Tulang Bawang","Kalimantan Utara",55,17,7,2,6,1,1,3,4,12
"3061","Kec. Penawartama ","Tulang Bawang","Kalimantan Utara",3,14,0,3,0,2,0,2,0,8
"3062","Kec. Rawajitu Selatan ","Tulang Bawang","Kalimantan Utara",10,6,1,0,1,0,0,0,0,0
"3063","Kec. Gedung Meneng ","Tulang Bawang","Kalimantan Utara",14,0,2,0,1,0,2,0,8,0
"3064","Kec. Banjar Margo ","Tulang Bawang","Kalimantan Utara",3,19,0,1,1,1,2,2,8,8
"3065","Kec. Penawar Aji ","Tulang Bawang","Kalimantan Utara",8,0,1,0,2,0,1,0,4,0
"3066","Kec. Rawa Pitu ","Tulang Bawang","Kalimantan Utara",0,5,1,0,1,0,0,0,0,0
"3067","Kec. Rawajitu Timur ","Tulang Bawang","Kalimantan Utara",2,0,1,0,0,0,0,0,0,0
"3068","Kec. Meraksa Aji ","Tulang Bawang","Kalimantan Utara",9,0,6,0,1,0,0,0,0,0
"3069","Kec. Gedung AJI Baru ","Tulang Bawang","Kalimantan Utara",8,8,0,3,1,1,0,2,0,8
"3070","Kec. Dente Teladas ","Tulang Bawang","Kalimantan Utara",41,3,3,0,3,1,2,0,8,0
"3071","Kec. Banjar Baru ","Tulang Bawang","Kalimantan Utara",10,0,1,0,1,0,2,0,8,0
"3072","Kec. Wonosobo ","Tanggamus","Kalimantan Utara",1,13,0,3,0,1,0,2,0,8
"3073","Kec. ","Tanggamus","Kalimantan Utara",61,3,7,0,3,0,4,2,16,8
"3074","Kec. Pulau Panggung ","Tanggamus","Kalimantan Utara",34,0,2,0,2,0,2,0,8,0
"3075","Kec. Talang Padang ","Tanggamus","Kalimantan Utara",29,14,2,4,1,1,1,3,4,12
"3076","Kec. Pugung ","Tanggamus","Kalimantan Utara",8,0,0,0,2,0,0,0,0,0
"3077","Kec. Cukuh Balak ","Tanggamus","Kalimantan Utara",12,0,1,0,1,0,0,0,0,0
"3078","Kec. Pematang Sawa ","Tanggamus","Kalimantan Utara",9,0,1,0,1,0,2,0,8,0
"3079","Kec. Sumberejo ","Tanggamus","Kalimantan Utara",36,0,6,0,1,0,2,0,8,0
"3080","Kec. Semaka ","Tanggamus","Kalimantan Utara",24,0,2,0,1,0,1,1,4,4
"3081","Kec. Ulu Belu ","Tanggamus","Kalimantan Utara",24,0,6,0,2,0,3,1,12,4
"3082","Kec. Kelumbayan ","Tanggamus","Kalimantan Utara",7,0,3,0,2,0,0,0,0,0
"3083","Kec. ","Tanggamus","Kalimantan Utara",3,0,0,0,0,0,0,0,0,0
"3084","Kec. Gisting ","Tanggamus","Kalimantan Utara",20,0,3,0,2,0,1,1,4,4
"3085","Kec. Gunung Alip ","Tanggamus","Kalimantan Utara",10,0,3,0,1,0,1,1,4,4
"3086","Kec. Limau ","Tanggamus","Kalimantan Utara",11,0,2,0,1,0,0,0,0,0
"3087","Kec. Air Naningan ","Tanggamus","Kalimantan Utara",10,0,1,0,1,0,0,0,0,0
"3088","Kec. Bulok ","Tanggamus","Kalimantan Utara",13,0,3,0,1,0,1,1,4,4
"3089","Kec. Kelumbayan Barat ","Tanggamus","Kalimantan Utara",9,0,1,0,1,0,0,0,0,0
"3090","Kec. Bukit Kemuning ","Lampung Utara","Kalimantan Timur",71,0,6,0,4,0,1,1,4,4
"3091","Kec. Tanjung Raja ","Lampung Utara","Kalimantan Timur",21,8,3,2,1,1,3,1,12,4
"3092","Kec. Abung Barat ","Lampung Utara","Kalimantan Timur",19,0,1,0,1,0,1,1,4,4
"3093","Kec. ","Lampung Utara","Kalimantan Timur",6,11,0,3,1,1,0,2,0,8
"3094","Kec. Abung Selatan ","Lampung Utara","Kalimantan Timur",9,18,1,2,2,1,1,1,4,4
"3095","Kec. Abung Timur ","Lampung Utara","Kalimantan Timur",14,3,2,0,3,0,2,0,8,0
"3096","Kec. Sungkai Selatan ","Lampung Utara","Kalimantan Timur",15,0,2,0,1,0,1,1,4,4
"3097","Kec. Sungkai Utara ","Lampung Utara","Kalimantan Timur",3,21,1,3,1,1,0,2,0,8
"3098","Kec. Abung Tinggi ","Lampung Utara","Kalimantan Timur",17,4,2,0,2,1,1,1,4,4
"3099","Kec. Abung Tengah ","Lampung Utara","Kalimantan Timur",12,0,2,0,2,0,2,0,8,0
"3100","Kec. ","Lampung Utara","Kalimantan Timur",59,0,6,0,3,0,4,0,16,0
"3101","Kec. ","Lampung Utara","Kalimantan Timur",84,57,8,5,7,6,7,7,28,28
"3102","Kec. Abung Semuli ","Lampung Utara","Kalimantan Timur",38,0,6,0,2,0,2,0,8,0
"3103","Kec. Abung Surakarta ","Lampung Utara","Kalimantan Timur",1,3,0,0,0,0,0,0,0,0
"3104","Kec. Muara Sungkai ","Lampung Utara","Kalimantan Timur",4,0,1,0,1,0,0,0,0,0
"3105","Kec. Bunga Mayang ","Lampung Utara","Kalimantan Timur",19,0,3,0,3,0,0,0,0,0
"3106","Kec. Hulu Sungkai ","Lampung Utara","Kalimantan Timur",3,0,2,0,1,0,0,0,0,0
"3107","Kec. Sungkai Tengah ","Lampung Utara","Kalimantan Timur",0,7,0,0,1,0,2,0,8,0
"3108","Kec. Abung Pekurun ","Lampung Utara","Kalimantan Timur",17,0,4,0,1,0,2,0,8,0
"3109","Kec. Sungkai Jaya ","Lampung Utara","Kalimantan Timur",9,0,0,0,1,0,0,0,0,0
"3110","Kec. Sungkai Barat ","Lampung Utara","Kalimantan Timur",16,0,2,0,3,0,0,0,0,0
"3111","Kec. Abung Kunang ","Lampung Utara","Kalimantan Timur",5,2,3,0,2,0,2,0,8,0
"3112","Kec. Blambangan Pagar ","Lampung Utara","Kalimantan Timur",6,0,1,0,2,0,3,1,12,4
"3113","Kec. Balik Bukit ","Lampung Barat","Kalimantan Timur",48,0,6,0,2,0,4,2,16,8
"3114","Kec. Belalau ","Lampung Barat","Kalimantan Timur",17,0,3,0,1,0,1,1,4,4
"3115","Kec. Sumber Jaya ","Lampung Barat","Kalimantan Timur",22,0,2,0,1,0,1,1,4,4
"3116","Kec. Sekincau ","Lampung Barat","Kalimantan Timur",0,20,0,3,0,2,0,0,0,0
"3117","Kec. Batu Brak ","Lampung Barat","Kalimantan Timur",10,0,3,0,1,0,0,0,0,0
"3118","Kec. Waytenong ","Lampung Barat","Kalimantan Timur",10,24,3,2,1,1,2,0,8,0
"3119","Kec. Sukau ","Lampung Barat","Kalimantan Timur",18,6,6,1,1,0,2,2,8,8
"3120","Kec. Suoh ","Lampung Barat","Kalimantan Timur",9,0,2,0,1,0,0,0,0,0
"3121","Kec. Lumbok Seminung ","Lampung Barat","Kalimantan Timur",3,0,1,0,1,0,0,0,0,0
"3122","Kec. Kebun Tebu ","Lampung Barat","Kalimantan Timur",15,0,3,0,1,0,2,0,8,0
"3123","Kec. Air Hitam ","Lampung Barat","Kalimantan Timur",19,0,3,0,1,0,0,0,0,0
"3124","Kec. Batu Ketulis ","Lampung Barat","Kalimantan Timur",3,0,2,0,1,0,0,0,0,0
"3125","Kec. Bandar Negeri Suoh ","Lampung Barat","Kalimantan Timur",15,0,1,2,1,1,0,0,0,0
"3126","Kec. Pagar Dewa ","Lampung Barat","Kalimantan Timur",19,0,3,0,3,0,2,0,8,0
"3127","Kec. Teluk Betung Barat ","Bandar Lampung","Kalimantan Timur",10,0,4,0,2,0,3,1,12,4
"3128","Kec. Teluk Betung Selatan ","Bandar Lampung","Kalimantan Timur",12,47,4,4,0,3,1,5,4,20
"3129","Kec. Panjang ","Bandar Lampung","Kalimantan Timur",20,0,2,0,2,0,0,0,0,0
"3130","Kec. Tanjung Karang Timur ","Bandar Lampung","Kalimantan Timur",20,0,7,0,4,0,2,0,8,0
"3131","Kec. Teluk Betung Utara ","Bandar Lampung","Kalimantan Timur",15,34,5,4,2,2,4,2,16,8
"3132","Kec. Tanjung Karang Pusat ","Bandar Lampung","Kalimantan Timur",133,4,19,3,7,1,15,1,60,4
"3133","Kec. Tanjung Karang Barat ","Bandar Lampung","Kalimantan Timur",71,0,10,0,4,0,8,0,32,0
"3134","Kec. Kedaton ","Bandar Lampung","Kalimantan Timur",20,0,3,0,4,0,4,0,16,0
"3135","Kec. Sukarame ","Bandar Lampung","Kalimantan Timur",30,30,3,3,1,1,2,2,8,8
"3136","Kec. Kemiling ","Bandar Lampung","Kalimantan Timur",88,11,17,1,7,2,8,4,32,16
"3137","Kec. Rajabasa ","Bandar Lampung","Kalimantan Timur",102,0,21,2,8,0,10,3,40,12
"3138","Kec. Tanjung Senang ","Bandar Lampung","Kalimantan Timur",74,0,10,0,4,0,7,1,28,4
"3139","Kec. Labuhan Ratu ","Bandar Lampung","Kalimantan Timur",59,21,7,7,2,2,4,4,16,16
"3140","Kec. Kedamaian ","Bandar Lampung","Kalimantan Timur",40,0,5,0,3,0,4,0,16,0
"3141","Kec. Enggal ","Bandar Lampung","Kalimantan Timur",98,10,8,5,5,1,13,3,52,12
"3142","Kec. Langkapura ","Bandar Lampung","Kalimantan Timur",10,0,3,0,2,0,2,0,8,0
"3143","Kec. Bumi Waras ","Bandar Lampung","Kalimantan Timur",4,0,0,0,1,0,3,1,12,4
"3144","Kec. Teluk Betung Timur ","Bandar Lampung","Kalimantan Timur",21,0,4,0,2,0,2,2,8,8
"3145","Kec. Metro Pusat ","Metro","Kalimantan Timur",37,5,9,0,3,1,6,0,24,0
"3146","Kec. Metro Utara ","Metro","Kalimantan Timur",20,7,3,0,1,0,4,0,16,0
"3147","Kec. Metro Barat ","Metro","Kalimantan Timur",95,0,14,0,6,2,4,5,16,20
"3148","Kec. Metro Timur ","Metro","Kalimantan Timur",44,36,10,5,3,2,5,3,20,12
"3149","Kec. Metro Selatan ","Metro","Kalimantan Timur",78,0,9,0,5,0,10,0,40,0
"3150","Kec. Padang Cermin ","Pesawaran","Kalimantan Timur",54,3,9,3,3,1,4,2,16,8
"3151","Kec. Punduh Pedada ","Pesawaran","Kalimantan Timur",15,0,3,0,1,0,0,0,0,0
"3152","Kec. Kedondong ","Pesawaran","Kalimantan Timur",21,0,1,0,1,0,0,0,0,0
"3153","Kec. Way Lima ","Pesawaran","Kalimantan Timur",13,0,7,0,1,0,2,0,8,0
"3154","Kec. Gedung Tataan ","Pesawaran","Kalimantan Timur",28,17,2,6,2,2,4,2,16,8
"3155","Kec. Negeri Katon ","Pesawaran","Kalimantan Timur",36,0,7,0,4,0,2,0,8,0
"3156","Kec. Tegineneng ","Pesawaran","Kalimantan Timur",22,15,3,3,3,1,2,4,8,16
"3157","Kec. Marga Punduh ","Pesawaran","Kalimantan Timur",25,1,4,0,2,0,1,1,4,4
"3158","Kec. Way Khilau ","Pesawaran","Kalimantan Timur",0,4,1,2,0,1,0,0,0,0
"3159","Kec. Pagelaran ","Pringsewu","Kalimantan Utara",65,6,10,1,7,0,4,4,16,16
"3160","Kec. Sukoharjo ","Pringsewu","Kalimantan Utara",32,0,3,0,1,0,1,1,4,4
"3161","Kec. Adiluwih ","Pringsewu","Kalimantan Utara",17,0,3,0,1,0,0,0,0,0
"3162","Kec. Banyumas ","Pringsewu","Kalimantan Utara",12,0,1,0,1,0,2,0,8,0
"3163","Kec. Pringsewu ","Pringsewu","Kalimantan Utara",78,33,10,3,4,1,8,2,32,8
"3164","Kec. Ambarawa ","Pringsewu","Kalimantan Utara",34,0,2,0,2,0,0,0,0,0
"3165","Kec. Gadingrejo ","Pringsewu","Kalimantan Utara",61,8,10,3,5,1,6,4,24,16
"3166","Kec. Pardasuka ","Pringsewu","Kalimantan Utara",8,7,3,0,0,1,0,0,0,0
"3167","Kec. Sungai Raya ","Bengkayang","Jawa Timur",10,0,1,0,2,0,2,0,8,0
"3168","Kec. Capkala ","Bengkayang","Jawa Timur",10,0,0,1,0,0,0,0,0,0
"3169","Kec. Samalantan ","Bengkayang","Jawa Timur",26,10,5,1,4,1,3,1,12,4
"3170","Kec. Bengkayang ","Bengkayang","Jawa Timur",83,1,7,3,6,0,6,4,24,16
"3171","Kec. Ledo ","Bengkayang","Jawa Timur",14,3,1,1,1,1,2,0,8,0
"3172","Kec. Sanggau Ledo ","Bengkayang","Jawa Timur",0,24,0,4,0,2,0,4,0,16
"3173","Kec. Seluas ","Bengkayang","Jawa Timur",18,0,4,0,2,0,2,0,8,0
"3174","Kec. Jagoi Babang ","Bengkayang","Jawa Timur",0,13,1,2,0,1,0,0,0,0
"3175","Kec. Teriak ","Bengkayang","Jawa Timur",16,0,2,0,2,0,0,0,0,0
"3176","Kec. Monterado ","Bengkayang","Jawa Timur",10,0,1,0,1,0,2,0,8,0
"3177","Kec. Suti Semarang ","Bengkayang","Jawa Timur",4,0,1,0,0,0,0,0,0,0
"3178","Kec. Siding ","Bengkayang","Jawa Timur",7,0,3,0,2,0,0,0,0,0
"3179","Kec. Lumar ","Bengkayang","Jawa Timur",7,0,1,0,0,1,0,0,0,0
"3180","Kec. Sungai Betung ","Bengkayang","Jawa Timur",0,12,2,0,1,0,1,1,4,4
"3181","Kec. Sungai Raya Kepulauan ","Bengkayang","Jawa Timur",11,1,2,1,1,0,1,1,4,4
"3182","Kec. Lembah Bawang ","Bengkayang","Jawa Timur",0,7,0,1,0,1,2,0,8,0
"3183","Kec. Tujuh Belas ","Bengkayang","Jawa Timur",6,0,1,0,1,0,2,0,8,0
"3184","Kec. Sebangki ","Landak","Jawa Timur",13,0,1,0,3,0,0,0,0,0
"3185","Kec. Ngabang ","Landak","Jawa Timur",79,25,11,3,9,2,12,6,48,24
"3186","Kec. Sengah Temila ","Landak","Jawa Timur",77,15,10,1,8,1,7,5,28,20
"3187","Kec. Mandor ","Landak","Jawa Timur",24,13,2,2,3,1,5,2,20,8
"3188","Kec. Menjalin ","Landak","Jawa Timur",28,0,6,0,2,0,0,0,0,0
"3189","Kec. Mempawah Hulu ","Landak","Jawa Timur",33,3,5,0,2,0,4,4,16,16
"3190","Kec. Menyuke ","Landak","Jawa Timur",46,0,4,0,4,0,2,0,8,0
"3191","Kec. Meranti ","Landak","Jawa Timur",9,0,1,0,1,0,0,0,0,0
"3192","Kec. Kuala Behe ","Landak","Jawa Timur",12,0,2,0,1,0,3,1,12,4
"3193","Kec. Air Besar ","Landak","Jawa Timur",13,0,2,0,1,0,3,1,12,4
