"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","Perpus.RusakPerc","Toilet.Guru.L.RusakPerc","Toilet.Guru.P.RusakPerc","Toilet.Murid.L.RusakPerc","Toilet.Murid.P.RusakPerc"
"2688","Kec. Tabir Selatan ","Merangin","Gorontalo",0,0,0,NA,NA,NA,NA
"2689","Kec. Nalo Tantan ","Merangin","Gorontalo",0,0,0,NA,NA,NA,NA
"2690","Kec. Batang Masumai ","Merangin","Gorontalo",0,0,0,0.25,0.25,0.25,0.25
"2691","Kec. Pamenang Barat ","Merangin","Gorontalo",1,1,1,1,1,1,1
"2692","Kec. Renah Pemparap ","Merangin","Gorontalo",0,0,0,NA,NA,NA,NA
"2693","Kec. Jangkat Timur ","Merangin","Gorontalo",0.29,0,0,0.5,0.5,0.5,0.5
"2694","Kec. Tiang Pumpung ","Merangin","Gorontalo",0,NA,0,0,0,0,0
"2695","Kec. Renah Pamenang  ","Merangin","Gorontalo",0,0,0,0,0,0,0
"2696","Kec. Tabir Lintas ","Merangin","Gorontalo",0,NA,NA,NA,NA,NA,NA
"2697","Kec. Margo Tabir ","Merangin","Gorontalo",0,0,0,0.17,0.17,0.17,0.17
"2698","Kec. Tabir Barat ","Merangin","Gorontalo",0,NA,0,NA,NA,NA,NA
"2699","Kec. Batang Asai ","Sarolangun","Jambi",0,0,0,0.5,0.5,0.5,0.5
"2700","Kec. Limun ","Sarolangun","Jambi",0,0,0,NA,NA,NA,NA
"2701","Kec. Sarolangun ","Sarolangun","Jambi",0.02,0,0,0,0,0,0
"2702","Kec. Pelawan ","Sarolangun","Jambi",0,0,0,0.17,0.17,0.17,0.17
"2703","Kec. Pauh ","Sarolangun","Jambi",0,0,0,0.25,0.25,0.25,0.25
"2704","Kec. Mandiangin ","Sarolangun","Jambi",0,0,0,0.5,0.5,0.5,0.5
"2705","Kec. Air Hitam ","Sarolangun","Jambi",0,0,0,NA,NA,NA,NA
"2706","Kec. Bathin VIII ","Sarolangun","Jambi",0.13,0,0.25,NA,NA,NA,NA
"2707","Kec. Singkut ","Sarolangun","Jambi",0.17,0.14,0.2,0.5,0.5,0.5,0.5
"2708","Kec. Cermin Nan Gedang ","Sarolangun","Jambi",0.4,0,0,1,1,1,1
"2709","Kec. Tungkal Ulu ","Tanjung Jabung Barat","Gorontalo",0,0,0,0.33,0.33,0.33,0.33
"2710","Kec. Pengabuan ","Tanjung Jabung Barat","Gorontalo",0.05,1,0,0.5,0.5,0.5,0.5
"2711","Kec. Tungkal Ilir ","Tanjung Jabung Barat","Gorontalo",0.25,0.17,0.57,0,0,0,0
"2712","Kec. Betara ","Tanjung Jabung Barat","Gorontalo",0.11,0,0.67,0,0,0,0
"2713","Kec. Merlung ","Tanjung Jabung Barat","Gorontalo",0,0,0.5,0.5,0.5,0.5,0.5
"2714","Kec. Batang Asam ","Tanjung Jabung Barat","Gorontalo",0.18,0,0.67,0,0,0,0
"2715","Kec. Tebing Tinggi ","Tanjung Jabung Barat","Gorontalo",0.55,0.5,0.33,0.5,0.5,0.5,0.5
"2716","Kec. Renah Mendaluh ","Tanjung Jabung Barat","Gorontalo",0.85,1,1,0,0,0,0
"2717","Kec. Muara Papalik ","Tanjung Jabung Barat","Gorontalo",0.3,0,0,0.67,0.67,0.67,0.67
"2718","Kec. Senyerang ","Tanjung Jabung Barat","Gorontalo",0,0,0,0.25,0.25,0.25,0.25
"2719","Kec. Bram Itam ","Tanjung Jabung Barat","Gorontalo",0,NA,NA,NA,NA,NA,NA
"2720","Kec. Kuala Betara ","Tanjung Jabung Barat","Gorontalo",0,0,0,NA,NA,NA,NA
"2721","Kec. Gunung Raya ","Kerinci","Jambi",0,0,0,0,0,0,0
"2722","Kec. Batang Merangin ","Kerinci","Jambi",0,0,0,0.5,0.5,0.5,0.5
"2723","Kec. Keliling Danau ","Kerinci","Jambi",0,0,0,0.25,0.25,0.25,0.25
"2724","Kec. Danau Kerinci ","Kerinci","Jambi",0.73,0.5,0.5,NA,NA,NA,NA
"2725","Kec. Sitinjau Laut ","Kerinci","Jambi",0,0,0,0,0,0,0
"2726","Kec. Gunung Kerinci ","Kerinci","Jambi",0,0,0,NA,NA,NA,NA
"2727","Kec. Kayu Aro ","Kerinci","Jambi",0,0,0,0.5,0.5,0.5,0.5
"2728","Kec. Air Hangat Timur ","Kerinci","Jambi",0,0,0,0,0,0,0
"2729","Kec. Siulak ","Kerinci","Jambi",0,0,0,0.5,0.5,0.5,0.5
"2730","Kec. Bukit Kerman ","Kerinci","Jambi",0,0,0,0.5,0.5,0.5,0.5
"2731","Kec. Air Hangat Barat ","Kerinci","Jambi",0,0,0,NA,NA,NA,NA
"2732","Kec. Siulak Mukai ","Kerinci","Jambi",1,NA,NA,NA,NA,NA,NA
"2733","Kec. Tanjung Raja ","Ogan Ilir","Sulawesi Utara",0.23,0.2,0.2,0.25,0.25,0.25,0.25
"2734","Kec. Muara Kuang ","Ogan Ilir","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2735","Kec. Tanjung Batu ","Ogan Ilir","Sulawesi Utara",0.18,0,0,0,0,0,0
"2736","Kec. Indralaya ","Ogan Ilir","Sulawesi Utara",0,0,0,0.25,0.25,0.25,0.25
"2737","Kec. Pemulutan ","Ogan Ilir","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2738","Kec. Rantau Alai ","Ogan Ilir","Sulawesi Utara",1,1,1,1,1,1,1
"2739","Kec. Rambang Kuang ","Ogan Ilir","Sulawesi Utara",0.08,0,0,0,0,0,0
"2740","Kec. Lubuk Keliat ","Ogan Ilir","Sulawesi Utara",0,0,0,0,0,0,0
"2741","Kec. Payaraman ","Ogan Ilir","Sulawesi Utara",0.33,0.33,0,0,0,0,0
"2742","Kec. Kandis ","Ogan Ilir","Sulawesi Utara",0,0,0,0,0,0,0
"2743","Kec. Pemulutan Selatan ","Ogan Ilir","Sulawesi Utara",1,0,0,0,0,0,0
"2744","Kec. Pemulutan Barat ","Ogan Ilir","Sulawesi Utara",0,0,0,0,0,0,0
"2745","Kec. Indralaya Selatan ","Ogan Ilir","Sulawesi Utara",0.83,0.67,0,1,1,1,1
"2746","Kec. Indralaya Utara ","Ogan Ilir","Sulawesi Utara",0,0.43,0.33,0.5,0.5,0.5,0.5
"2747","Kec. Rantau Panjang ","Ogan Ilir","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2748","Kec. Sungai Pinang ","Ogan Ilir","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2749","Kec. Lintang Kanan ","Empat Lawang","Sulawesi Tenggara",0,0.75,0,NA,NA,NA,NA
"2750","Kec. Muara Pinang ","Empat Lawang","Sulawesi Tenggara",0.14,0,0,0.5,0.5,0.5,0.5
"2751","Kec. Pendopo ","Empat Lawang","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2752","Kec. Ulu Musi ","Empat Lawang","Sulawesi Tenggara",1,1,1,NA,NA,NA,NA
"2753","Kec. Tebing Tinggi ","Empat Lawang","Sulawesi Tenggara",0,0,0,0,0,0,0
"2754","Kec. Talang Padang ","Empat Lawang","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2755","Kec. Pasemah Air Keruh ","Empat Lawang","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2756","Kec. Sikap Dalam ","Empat Lawang","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2757","Kec. Saling ","Empat Lawang","Sulawesi Tenggara",0,NA,0,0,0,0,0
"2758","Kec. Pendopo Barat ","Empat Lawang","Sulawesi Tenggara",1,1,1,1,1,1,1
"2759","Kec. Sanga Desa ","Musi Banyuasin","Sulawesi Tenggara",0.02,0,0,0.5,0.5,0.5,0.5
"2760","Kec. Babat Toman ","Musi Banyuasin","Sulawesi Tenggara",0.44,0.43,0.33,0.5,0.5,0.5,0.5
"2761","Kec. Sungai Keruh ","Musi Banyuasin","Sulawesi Tenggara",0,0,0,0,0,0,0
"2762","Kec. Sekayu ","Musi Banyuasin","Sulawesi Tenggara",0.14,0.35,0.11,0.38,0.38,0.38,0.38
"2763","Kec. Sungai Lilin ","Musi Banyuasin","Sulawesi Tenggara",0.02,0,0,0.1,0.1,0.1,0.1
"2764","Kec. Bayung Lencir ","Musi Banyuasin","Sulawesi Tenggara",0.26,0.2,0.5,0,0,0,0
"2765","Kec. Lais ","Musi Banyuasin","Sulawesi Tenggara",0,0,0,0.25,0.25,0.25,0.25
"2766","Kec. Batanghari Leko ","Musi Banyuasin","Sulawesi Tenggara",0,0,0,0.17,0.17,0.17,0.17
"2767","Kec. Keluang ","Musi Banyuasin","Sulawesi Tenggara",0,0,0,0,0,0,0
"2768","Kec. Plakat Tinggi ","Musi Banyuasin","Sulawesi Tenggara",0.12,0,0,0.2,0.2,0.2,0.2
"2769","Kec. Lalan ","Musi Banyuasin","Sulawesi Tenggara",0.31,0.33,0.2,0.75,0.75,0.75,0.75
"2770","Kec. Tungkal Jaya ","Musi Banyuasin","Sulawesi Tenggara",0.15,0,0,0.25,0.25,0.25,0.25
"2771","Kec. Lawang Wetan ","Musi Banyuasin","Sulawesi Tenggara",0.85,1,0.5,0.33,0.33,0.33,0.33
"2772","Kec. Babat Supat ","Musi Banyuasin","Sulawesi Tenggara",0.07,0,0,0,0,0,0
"2773","Kec. Rantau Bayur ","Banyuasin","Sulawesi Tenggara",1,1,1,NA,NA,NA,NA
"2774","Kec. Talang Kelapa ","Banyuasin","Sulawesi Tenggara",0,0,0,0,0,0,0
"2775","Kec. Banyuasin III ","Banyuasin","Sulawesi Tenggara",0,0.09,0,0.08,0.08,0.08,0.08
"2776","Kec. Betung ","Banyuasin","Sulawesi Tenggara",0.24,0,0,0,0,0,0
"2777","Kec. Makarti Jaya ","Banyuasin","Sulawesi Tenggara",0,0,0,0.5,0.5,0.5,0.5
"2778","Kec. Banyuasin I ","Banyuasin","Sulawesi Tenggara",0.07,0.11,0.17,0.25,0.25,0.25,0.25
"2779","Kec. Banyuasin II ","Banyuasin","Sulawesi Tenggara",0,0,0,0.5,0.5,0.5,0.5
"2780","Kec. Rambutan ","Banyuasin","Sulawesi Tenggara",0,0,0,0,0,0,0
"2781","Kec. Muara Telang ","Banyuasin","Sulawesi Tenggara",0,0,0,0.5,0.5,0.5,0.5
"2782","Kec. Muara Padang ","Banyuasin","Sulawesi Tenggara",0,0,0,0,0,0,0
"2783","Kec. Tanjung Lago ","Banyuasin","Sulawesi Tenggara",0.64,0.25,0.5,0.5,0.5,0.5,0.5
"2784","Kec. Muara Sugihan ","Banyuasin","Sulawesi Tenggara",0,0.2,0,NA,NA,NA,NA
"2785","Kec. Air Salek ","Banyuasin","Sulawesi Tenggara",0,0.25,0,0.14,0.14,0.14,0.14
"2786","Kec. Tungkal Ilir ","Banyuasin","Sulawesi Tenggara",0,0,0,0.29,0.29,0.29,0.29
"2787","Kec. Suak Tapeh ","Banyuasin","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2788","Kec. Pulau Rimau ","Banyuasin","Sulawesi Tenggara",0,0,0,0.33,0.33,0.33,0.33
"2789","Kec. Sembawa ","Banyuasin","Sulawesi Tenggara",0.14,0,0.25,1,1,1,1
"2790","Kec. Sumber Marga Telang ","Banyuasin","Sulawesi Tenggara",0,0,0,0,0,0,0
"2791","Kec. Air Kumbang ","Banyuasin","Sulawesi Tenggara",0.19,0,0,0.5,0.5,0.5,0.5
"2792","Kec. Karang Agung Ilir ","Banyuasin","Sulawesi Tenggara",1,1,1,NA,NA,NA,NA
"2793","Kec. Pagar Alam Utara ","Pagar Alam","Sulawesi Utara",0.68,0.6,0.33,0.33,0.33,0.33,0.33
"2794","Kec. Pagar Alam Selatan ","Pagar Alam","Sulawesi Utara",0.02,0.43,0.33,0.38,0.38,0.38,0.38
"2795","Kec. Dempo Utara ","Pagar Alam","Sulawesi Utara",0.05,0,0,0,0,0,0
"2796","Kec. Dempo Selatan ","Pagar Alam","Sulawesi Utara",0.89,0,0,NA,NA,NA,NA
"2797","Kec. Dempo Tengah ","Pagar Alam","Sulawesi Utara",0,0.33,0,0.25,0.25,0.25,0.25
"2798","Kec. Stl Ulu Terawas ","Musi Rawas","Sulawesi Utara",0,0,0,0,0,0,0
"2799","Kec. Tugu Mulyo ","Musi Rawas","Sulawesi Utara",0.24,0.17,0.25,0.5,0.5,0.5,0.5
"2800","Kec. Muara Beliti ","Musi Rawas","Sulawesi Utara",0.11,0,0,0,0,0,0
"2801","Kec. Jayaloka ","Musi Rawas","Sulawesi Utara",0.15,0,0,0,0,0,0
"2802","Kec. Muara Kelingi ","Musi Rawas","Sulawesi Utara",0.21,0.17,0.33,0,0,0,0
"2803","Kec. Muara Lakitan ","Musi Rawas","Sulawesi Utara",0.24,0,0.33,0.5,0.5,0.5,0.5
"2804","Kec. Megang Sakti ","Musi Rawas","Sulawesi Utara",0,0,0,0,0,0,0
"2805","Kec. Purwodadi ","Musi Rawas","Sulawesi Utara",0,0,0,0,0,0,0
"2806","Kec. Selangit ","Musi Rawas","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2807","Kec. Bulan Tengah Suku Ulu ","Musi Rawas","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2808","Kec. Tiang Pumpung Kepungut ","Musi Rawas","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2809","Kec. Sumber Harta ","Musi Rawas","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2810","Kec. Tuah Negeri ","Musi Rawas","Sulawesi Utara",0.44,1,0.5,0,0,0,0
"2811","Kec. Suka Karya ","Musi Rawas","Sulawesi Utara",0.18,0,0.5,0.25,0.25,0.25,0.25
"2812","Kec. Martapura ","Ogan Komering Ulu Timur","Sulawesi Utara",0.07,0.25,0.2,0.38,0.38,0.38,0.38
"2813","Kec. Buay Madang ","Ogan Komering Ulu Timur","Sulawesi Utara",0,0,0,0.25,0.25,0.25,0.25
"2814","Kec. Cempaka ","Ogan Komering Ulu Timur","Sulawesi Utara",0,0,0,0.25,0.25,0.25,0.25
"2815","Kec. Madang Suku I ","Ogan Komering Ulu Timur","Sulawesi Utara",0.57,NA,0,0,0,0,0
"2816","Kec. Madang Suku II ","Ogan Komering Ulu Timur","Sulawesi Utara",0.23,0,0,NA,NA,NA,NA
"2817","Kec. Belitang II ","Ogan Komering Ulu Timur","Sulawesi Utara",0.42,0.5,0,0,0,0,0
"2818","Kec. Belitang III ","Ogan Komering Ulu Timur","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2819","Kec. Buay Pemuka Peliung ","Ogan Komering Ulu Timur","Sulawesi Utara",0.08,0,0,0,0,0,0
"2820","Kec. Semendawai Suku III ","Ogan Komering Ulu Timur","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2821","Kec. Buay Madang Timur ","Ogan Komering Ulu Timur","Sulawesi Utara",0,0,0,0.33,0.33,0.33,0.33
"2822","Kec. Madang Suku III ","Ogan Komering Ulu Timur","Sulawesi Utara",0,1,0,NA,NA,NA,NA
"2823","Kec. Semendawai Barat ","Ogan Komering Ulu Timur","Sulawesi Utara",0.07,0.25,0,0.67,0.67,0.67,0.67
"2824","Kec. Semendawai Timur ","Ogan Komering Ulu Timur","Sulawesi Utara",0.12,0,0,0.5,0.5,0.5,0.5
"2825","Kec. Jayapura ","Ogan Komering Ulu Timur","Sulawesi Utara",0.67,1,1,NA,NA,NA,NA
"2826","Kec. Belitang Jaya ","Ogan Komering Ulu Timur","Sulawesi Utara",0,0,0,0,0,0,0
"2827","Kec. Belitang Madang Raya ","Ogan Komering Ulu Timur","Sulawesi Utara",0.39,0.5,0.25,0,0,0,0
"2828","Kec. Belitang ","Ogan Komering Ulu Timur","Sulawesi Utara",0.26,0.18,0.5,0.33,0.33,0.33,0.33
"2829","Kec. ","Lahat","Sulawesi Tenggara",1,1,1,1,1,1,1
"2830","Kec. Pulau Pinang ","Lahat","Sulawesi Tenggara",0,0,0,0,0,0,0
"2831","Kec. Jarai ","Lahat","Sulawesi Tenggara",0.18,0.33,0,0,0,0,0
"2832","Kec. Kikim Timur ","Lahat","Sulawesi Tenggara",0.22,0,0,NA,NA,NA,NA
"2833","Kec. Lahat ","Lahat","Sulawesi Tenggara",0.17,0.15,0.07,0.18,0.18,0.18,0.18
"2834","Kec. Mulak Ulu ","Lahat","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2835","Kec. Pajar Bulan ","Lahat","Sulawesi Tenggara",0,0,0,0.5,0.5,0.5,0.5
"2836","Kec. Kikim Selatan ","Lahat","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2837","Kec. Kikim Barat ","Lahat","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2838","Kec. Kikim Tengah ","Lahat","Sulawesi Tenggara",0,0.67,0.5,0,0,0,0
"2839","Kec. Tanjung Sakti Pumi ","Lahat","Sulawesi Tenggara",0,0,0,0.5,0.5,0.5,0.5
"2840","Kec. Tanjung Sakti Pumu ","Lahat","Sulawesi Tenggara",0,0,0,0,0,0,0
"2841","Kec. Merapi Barat ","Lahat","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2842","Kec. Pseksu ","Lahat","Sulawesi Tenggara",1,1,1,NA,NA,NA,NA
"2843","Kec. Gumay Talang ","Lahat","Sulawesi Tenggara",0,0,0,0,0,0,0
"2844","Kec. Pagar Gunung ","Lahat","Sulawesi Tenggara",0,0,0,0.5,0.5,0.5,0.5
"2845","Kec. Merapi Timur ","Lahat","Sulawesi Tenggara",0,0,0,0,0,0,0
"2846","Kec. Gumay Ulu ","Lahat","Sulawesi Tenggara",0.2,0,0,0,0,0,0
"2847","Kec. Merapi Selatan ","Lahat","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2848","Kec. Tanjung Tebat ","Lahat","Sulawesi Tenggara",0.33,0.5,1,NA,NA,NA,NA
"2849","Kec. Muara Payang ","Lahat","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2850","Kec. Lempuing ","Ogan Komering Ilir","Sulawesi Utara",0.04,0.33,0,0,0,0,0
"2851","Kec. Mesuji ","Ogan Komering Ilir","Sulawesi Utara",0.05,0,0,0.33,0.33,0.33,0.33
"2852","Kec. Tulung Selapan ","Ogan Komering Ilir","Sulawesi Utara",0.3,0,0,0,0,0,0
"2853","Kec. Pedamaran ","Ogan Komering Ilir","Sulawesi Utara",0,0,0,0.25,0.25,0.25,0.25
"2854","Kec. Tanjung Lubuk ","Ogan Komering Ilir","Sulawesi Utara",0.44,0.25,0.5,0,0,0,0
"2855","Kec. ","Ogan Komering Ilir","Sulawesi Utara",0.02,0,0,0.21,0.21,0.21,0.21
"2856","Kec. Sirah Pulau Padang ","Ogan Komering Ilir","Sulawesi Utara",0,0,0,0,0,0,0
"2857","Kec. Pampangan ","Ogan Komering Ilir","Sulawesi Utara",0.14,0,0,0.5,0.5,0.5,0.5
"2858","Kec. Air Sugihan ","Ogan Komering Ilir","Sulawesi Utara",0.11,0,0,NA,NA,NA,NA
"2859","Kec. Cengal ","Ogan Komering Ilir","Sulawesi Utara",0,0,0,0,0,0,0
"2860","Kec. Jejawi ","Ogan Komering Ilir","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2861","Kec. Sungai Menang ","Ogan Komering Ilir","Sulawesi Utara",0,0,0,0,0,0,0
"2862","Kec. Lempuing Jaya ","Ogan Komering Ilir","Sulawesi Utara",0.66,0.5,0.33,0,0,0,0
"2863","Kec. Mesuji Makmur ","Ogan Komering Ilir","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2864","Kec. Mesuji Raya ","Ogan Komering Ilir","Sulawesi Utara",0.14,0,0.67,0.17,0.17,0.17,0.17
"2865","Kec. Pedamaran Timur ","Ogan Komering Ilir","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2866","Kec. Teluk Gelam ","Ogan Komering Ilir","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2867","Kec. Pangkalan Lapam ","Ogan Komering Ilir","Sulawesi Utara",0,0,0,0,0,0,0
"2868","Kec. Sosoh Buay Rayap ","Ogan Komering Ulu","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2869","Kec. Pengandonan ","Ogan Komering Ulu","Sulawesi Utara",0.05,0,0,0.5,0.5,0.5,0.5
"2870","Kec. Peninjauan ","Ogan Komering Ulu","Sulawesi Utara",0.11,0,0,0,0,0,0
"2871","Kec. Lubuk Batang ","Ogan Komering Ulu","Sulawesi Utara",0.38,0.5,0,0,0,0,0
"2872","Kec. Ulu Ogan ","Ogan Komering Ulu","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2873","Kec. Semidang Aji ","Ogan Komering Ulu","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2874","Kec. Lengkiti ","Ogan Komering Ulu","Sulawesi Utara",0.1,0,0,0.25,0.25,0.25,0.25
"2875","Kec. Baturaja Timur ","Ogan Komering Ulu","Sulawesi Utara",0.11,0.11,0.1,0.2,0.2,0.2,0.2
"2876","Kec. Baturaja Barat ","Ogan Komering Ulu","Sulawesi Utara",0,0,0,0.5,0.5,0.5,0.5
"2877","Kec. Sinar Peninjauan ","Ogan Komering Ulu","Sulawesi Utara",0,0,0,0,0,0,0
"2878","Kec. Lubuk Raja ","Ogan Komering Ulu","Sulawesi Utara",0.18,0,0,0.5,0.5,0.5,0.5
"2879","Kec. Semende Darat Laut ","Muara Enim","Sulawesi Tenggara",0,0,0,NA,NA,NA,NA
"2880","Kec. Tanjung Agung ","Muara Enim","Sulawesi Tenggara",0,0,0,0.5,0.5,0.5,0.5
"2881","Kec. Lawang Kidul ","Muara Enim","Sulawesi Tenggara",0,0,0,0.17,0.17,0.17,0.17
"2882","Kec. Muara Enim ","Muara Enim","Sulawesi Tenggara",0.31,0.27,0.12,0.25,0.25,0.25,0.25
"2883","Kec. Gunung Megang ","Muara Enim","Sulawesi Tenggara",0,0,0,0,0,0,0
"2884","Kec. Gelumbang ","Muara Enim","Sulawesi Tenggara",0.53,0.2,0,0,0,0,0
"2885","Kec. Sungai Rotan ","Muara Enim","Sulawesi Tenggara",0.8,1,1,0.33,0.33,0.33,0.33
"2886","Kec. Lembak ","Muara Enim","Sulawesi Tenggara",0,0,0,0.5,0.5,0.5,0.5
"2887","Kec. Ujan Mas ","Muara Enim","Sulawesi Tenggara",0,0,0,0,0,0,0
"2888","Kec. Lubai ","Muara Enim","Sulawesi Tenggara",0.2,1,1,NA,NA,NA,NA
"2889","Kec. Rambang ","Muara Enim","Sulawesi Tenggara",0,0,0,0,0,0,0
"2890","Kec. Semende Darat Ulu ","Muara Enim","Sulawesi Tenggara",0,0,0,0,0,0,0
"2891","Kec. Semende Darat Tengah ","Muara Enim","Sulawesi Tenggara",0,NA,NA,NA,NA,NA,NA
"2892","Kec. Rambang Niru ","Muara Enim","Sulawesi Tenggara",0.03,0,0,0.5,0.5,0.5,0.5
"2893","Kec. Kelekar ","Muara Enim","Sulawesi Tenggara",0.9,0.33,1,NA,NA,NA,NA
"2894","Kec. Muara Belida ","Muara Enim","Sulawesi Tenggara",0,NA,NA,NA,NA,NA,NA
"2895","Kec. Lubai Ulu ","Muara Enim","Sulawesi Tenggara",0,0,0,1,1,1,1
"2896","Kec. Belimbing ","Muara Enim","Sulawesi Tenggara",0.32,0.33,0,1,1,1,1
"2897","KEC. PENUKAL UTARA ","Penukal Abab Lematang Ilir","Sulawesi Utara",0,0,0,0,0,0,0
"2898","KEC. ABAB ","Penukal Abab Lematang Ilir","Sulawesi Utara",0,0,0,0,0,0,0
"2899","KEC. TANAH ABANG ","Penukal Abab Lematang Ilir","Sulawesi Utara",0.27,0.25,0.2,0.25,0.25,0.25,0.25
"2900","KEC. TALANG UBI ","Penukal Abab Lematang Ilir","Sulawesi Utara",0.33,0.36,0.25,0.5,0.5,0.5,0.5
"2901","Kec. Penukal ","Penukal Abab Lematang Ilir","Sulawesi Utara",0.08,0.33,0.67,1,1,1,1
"2902","Kec. Rupit ","Musi Rawas Utara","Sulawesi Utara",0.1,0,0,0.25,0.25,0.25,0.25
"2903","Kec. Rawas Ulu ","Musi Rawas Utara","Sulawesi Utara",0,0.33,0,0,0,0,0
"2904","Kec. Nibung ","Musi Rawas Utara","Sulawesi Utara",1,0,0,0,0,0,0
"2905","Kec. Rawas IIlir ","Musi Rawas Utara","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2906","Kec. Karang Dapo ","Musi Rawas Utara","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2907","Kec. Karang Jaya ","Musi Rawas Utara","Sulawesi Utara",0,0,0,0,0,0,0
"2908","Kec. Ulu Rawas ","Musi Rawas Utara","Sulawesi Utara",0,0,0,NA,NA,NA,NA
"2909","Kec. Ilir Barat II ","Palembang","Sulawesi Utara",0.33,0.69,0.5,0.62,0.62,0.62,0.62
"2910","Kec. Seberang Ulu I ","Palembang","Sulawesi Utara",0.47,0.36,0.18,0.18,0.18,0.18,0.18
"2911","Kec. Seberang Ulu II ","Palembang","Sulawesi Utara",0.12,0.05,0.08,0.2,0.2,0.2,0.2
"2912","Kec. Ilir Barat I ","Palembang","Sulawesi Utara",0.25,0.21,0.11,0.17,0.17,0.17,0.17
"2913","Kec. Ilir Timur I ","Palembang","Sulawesi Utara",0.11,0.17,0.25,0.21,0.21,0.21,0.21
"2914","Kec. Ilir Timur II ","Palembang","Sulawesi Utara",0.26,0.18,0.14,0.19,0.19,0.19,0.19
"2915","Kec. Sako ","Palembang","Sulawesi Utara",0.48,0.5,0.4,0.67,0.67,0.67,0.67
"2916","Kec. Sukarami ","Palembang","Sulawesi Utara",0.32,0.36,0.17,0.4,0.4,0.4,0.4
"2917","Kec. Kemuning ","Palembang","Sulawesi Utara",0.2,0.07,0.1,0.04,0.04,0.04,0.04
"2918","Kec. Plaju ","Palembang","Sulawesi Utara",0,0,0,0.31,0.31,0.31,0.31
"2919","Kec. Kertapati ","Palembang","Sulawesi Utara",0.66,0.23,0.4,0.55,0.55,0.55,0.55
"2920","Kec. Gandus ","Palembang","Sulawesi Utara",0.52,0.33,0.2,0.5,0.5,0.5,0.5
"2921","Kec. Bukit Kecil ","Palembang","Sulawesi Utara",0.57,0.75,0.5,0.5,0.5,0.5,0.5
"2922","Kec. Kalidoni ","Palembang","Sulawesi Utara",0.16,0.17,0,0.25,0.25,0.25,0.25
"2923","Kec. Alang-Alang Lebar ","Palembang","Sulawesi Utara",0,0,0,0,0,0,0
"2924","Kec. Sematang Borang ","Palembang","Sulawesi Utara",NA,NA,NA,NA,NA,NA,NA
"2925","Kec. Prabumulih Timur ","Prabumulih","Sulawesi Utara",0.28,0.2,0.4,0.4,0.4,0.4,0.4
"2926","Kec. Prabumulih Barat ","Prabumulih","Sulawesi Utara",0.28,0.6,0.25,0.33,0.33,0.33,0.33
"2927","Kec. Cambai ","Prabumulih","Sulawesi Utara",0,0,0,0,0,0,0
"2928","Kec. Rambang Kapak Tengah ","Prabumulih","Sulawesi Utara",1,1,1,1,1,1,1
"2929","Kec. Prabumulih Utara ","Prabumulih","Sulawesi Utara",0.48,0.2,0.25,0.25,0.25,0.25,0.25
"2930","Kec. Prabumulih Selatan ","Prabumulih","Sulawesi Utara",0.86,1,0.5,0.75,0.75,0.75,0.75
"2931","Kec. Lubuk Linggau Barat I ","Lubuk Linggau","Sulawesi Tenggara",0.17,0.38,0.25,0.33,0.33,0.33,0.33
"2932","Kec. Lubuk Linggau Timur I ","Lubuk Linggau","Sulawesi Tenggara",0,0,0,0.17,0.17,0.17,0.17
"2933","Kec. Lubuk Linggau Selatan I ","Lubuk Linggau","Sulawesi Tenggara",0,0,0,0,0,0,0
